cbro_id,scientific_name,genus,species_epithet,family,order,portuguese_name,english_name_cbro,occurrence,endemic_brazil,extinct,introduced,status_uncertain,origin_directions,status_raw,english_name_ebird,ebird_species_code,ebird_matched,ebird_match_method,name_disputed,english_name_avilist,avilist_matched,avilist_match_method,name_disputed_avilist,model,model_response,finish_reason,truncated,reasoning_config,benchmark_mode,latency_ms,prompt_tokens,completion_tokens,total_tokens,error,normalized_response,normalized_target,exact_match,acceptable_match,match_source,taxonomic_distance,error_type,generation_status
CBRO#0038,Crypturellus duidae,Crypturellus,duidae,Tinamidae,Tinamiformes,inhambu-de-pé-cinza,Gray-legged Tinamou,BR,False,False,False,True,,BR#,Gray-legged Tinamou,gyltin1,True,binomial,False,Grey-legged Tinamou,True,binomial,True,mistralai/mistral-small-2603,Gray-legged Tinamou,stop,False,"{""effort"": ""minimal""}",reasoning,1661,64,207,271,,gray legged tinamou,gray legged tinamou,True,True,cbro;ebird,0,correct,complete
CBRO#0039,Crypturellus erythropus,Crypturellus,erythropus,Tinamidae,Tinamiformes,inhambu-de-perna-vermelha,Red-legged Tinamou,BR,False,False,False,False,,BR,Red-legged Tinamou,reltin1,True,binomial,False,Red-legged Tinamou,True,binomial,False,mistralai/mistral-small-2603,Red-legged Tinamou,stop,False,"{""effort"": ""minimal""}",reasoning,2001,64,231,295,,red legged tinamou,red legged tinamou,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0042,Crypturellus noctivagus,Crypturellus,noctivagus,Tinamidae,Tinamiformes,jaó-do-sul,Yellow-legged Tinamou,BR,True,False,False,False,,"BR, En",Yellow-legged Tinamou,yeltin1,True,binomial,False,Yellow-legged Tinamou,True,binomial,False,mistralai/mistral-small-2603,Spotted Nothura,stop,False,"{""effort"": ""minimal""}",reasoning,1396,60,142,202,,spotted nothura,yellow legged tinamou,False,False,,2,intra_family,complete
CBRO#0044,Crypturellus atrocapillus,Crypturellus,atrocapillus,Tinamidae,Tinamiformes,inhambu-de-coroa-preta,Black-capped Tinamou,BR,False,False,False,False,,BR,Black-capped Tinamou,blctin1,True,binomial,False,Black-capped Tinamou,True,binomial,False,mistralai/mistral-small-2603,Black-crowned Tinamou,stop,False,"{""effort"": ""minimal""}",reasoning,2599,64,332,396,,black crowned tinamou,black capped tinamou,False,False,,4,hallucinated,complete
CBRO#0046,Crypturellus variegatus,Crypturellus,variegatus,Tinamidae,Tinamiformes,inhambu-anhangá,Variegated Tinamou,BR,False,False,False,False,,BR,Variegated Tinamou,vartin1,True,binomial,False,Variegated Tinamou,True,binomial,False,mistralai/mistral-small-2603,GrayTinamou,stop,False,"{""effort"": ""minimal""}",reasoning,2020,61,222,283,,graytinamou,variegated tinamou,False,False,,4,hallucinated,complete
CBRO#0047,Crypturellus brevirostris,Crypturellus,brevirostris,Tinamidae,Tinamiformes,inhambu-carijó,Rusty Tinamou,BR,False,False,False,False,,BR,Rusty Tinamou,rustin1,True,binomial,False,Rusty Tinamou,True,binomial,False,mistralai/mistral-small-2603,Spotted Nothura,stop,False,"{""effort"": ""minimal""}",reasoning,1647,61,160,221,,spotted nothura,rusty tinamou,False,False,,2,intra_family,complete
CBRO#0048,Crypturellus bartletti,Crypturellus,bartletti,Tinamidae,Tinamiformes,inhambu-anhangaí,Bartlett's Tinamou,BR,False,False,False,False,,BR,Bartlett's Tinamou,bartin2,True,binomial,False,Bartlett's Tinamou,True,binomial,False,mistralai/mistral-small-2603,Spotted Nothura,stop,False,"{""effort"": ""minimal""}",reasoning,1631,62,137,199,,spotted nothura,bartletts tinamou,False,False,,2,intra_family,complete
CBRO#0049,Crypturellus parvirostris,Crypturellus,parvirostris,Tinamidae,Tinamiformes,inhambu-chororó,Small-billed Tinamou,BR,False,False,False,False,,BR,Small-billed Tinamou,smbtin1,True,binomial,False,Small-billed Tinamou,True,binomial,False,mistralai/mistral-small-2603,LittleTinamou,stop,False,"{""effort"": ""minimal""}",reasoning,1619,62,174,236,,littletinamou,small billed tinamou,False,False,,4,hallucinated,complete
CBRO#0050,Crypturellus tataupa,Crypturellus,tataupa,Tinamidae,Tinamiformes,inhambu-chintã,Tataupa Tinamou,BR,False,False,False,False,,BR,Tataupa Tinamou,tattin1,True,binomial,False,Tataupa Tinamou,True,binomial,False,mistralai/mistral-small-2603,Cinereous Tinamou,stop,False,"{""effort"": ""minimal""}",reasoning,1723,61,140,201,,cinereous tinamou,tataupa tinamou,False,False,,1,intra_genus,complete
CBRO#0054,Rhynchotus rufescens,Rhynchotus,rufescens,Tinamidae,Tinamiformes,perdiz,Red-winged Tinamou,BR,False,False,False,False,,BR,Red-winged Tinamou,rewtin1,True,binomial,False,Red-winged Tinamou,True,binomial,False,mistralai/mistral-small-2603,Partridge,stop,False,"{""effort"": ""minimal""}",reasoning,1001,58,78,136,,partridge,red winged tinamou,False,False,,4,hallucinated,complete
CBRO#0058,Nothura boraquira,Nothura,boraquira,Tinamidae,Tinamiformes,codorna-do-nordeste,White-bellied Nothura,BR,False,False,False,False,,BR,White-bellied Nothura,whbnot1,True,binomial,False,White-bellied Nothura,True,binomial,False,mistralai/mistral-small-2603,Spotted Nothura,stop,False,"{""effort"": ""minimal""}",reasoning,3322,61,469,530,,spotted nothura,white bellied nothura,False,False,,1,intra_genus,complete
CBRO#0059,Nothura minor,Nothura,minor,Tinamidae,Tinamiformes,codorna-mineira,Lesser Nothura,BR,False,False,False,False,,BR,Lesser Nothura,lesnot1,True,binomial,False,Lesser Nothura,True,binomial,False,mistralai/mistral-small-2603,Minas Gerais quail,stop,False,"{""effort"": ""minimal""}",reasoning,1801,60,257,317,,minas gerais quail,lesser nothura,False,False,,4,hallucinated,complete
CBRO#0060,Nothura maculosa,Nothura,maculosa,Tinamidae,Tinamiformes,codorna-amarela,Spotted Nothura,BR,False,False,False,False,,BR,Spotted Nothura,sponot1,True,binomial,False,Spotted Nothura,True,binomial,False,mistralai/mistral-small-2603,Yellow Quail,stop,False,"{""effort"": ""minimal""}",reasoning,1626,59,170,229,,yellow quail,spotted nothura,False,False,,4,hallucinated,complete
CBRO#0065,Taoniscus nanus,Taoniscus,nanus,Tinamidae,Tinamiformes,codorna-carapé,Dwarf Tinamou,BR,False,False,False,False,,BR,Dwarf Tinamou,dwatin1,True,binomial,False,Dwarf Tinamou,True,binomial,False,mistralai/mistral-small-2603,Marbled Wood Quail,stop,False,"{""effort"": ""minimal""}",reasoning,7746,59,1303,1362,,marbled wood quail,dwarf tinamou,False,False,,4,hallucinated,complete
CBRO#0069,Anhima cornuta,Anhima,cornuta,Anhimidae,Anseriformes,anhuma,Horned Screamer,BR,False,False,False,False,,BR,Horned Screamer,horscr1,True,binomial,False,Horned Screamer,True,binomial,False,mistralai/mistral-small-2603,horned screamer,stop,False,"{""effort"": ""minimal""}",reasoning,977,57,73,130,,horned screamer,horned screamer,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0071,Chauna torquata,Chauna,torquata,Anhimidae,Anseriformes,tachã,Southern Screamer,BR,False,False,False,False,,BR,Southern Screamer,souscr1,True,binomial,False,Southern Screamer,True,binomial,False,mistralai/mistral-small-2603,Brazilian teal,stop,False,"{""effort"": ""minimal""}",reasoning,1254,58,134,192,,brazilian teal,southern screamer,False,False,,3,intra_order,complete
CBRO#0075,Dendrocygna bicolor,Dendrocygna,bicolor,Anatidae,Anseriformes,marreca-caneleira,Fulvous Whistling-Duck,BR,False,False,False,False,W,"BR, VI (W)",Fulvous Whistling-Duck,fuwduc,True,binomial,False,Fulvous Whistling Duck,True,binomial,True,mistralai/mistral-small-2603,Ringed Teal,stop,False,"{""effort"": ""minimal""}",reasoning,1495,62,121,183,,ringed teal,fulvous whistling duck,False,False,,2,intra_family,complete
CBRO#0076,Dendrocygna viduata,Dendrocygna,viduata,Anatidae,Anseriformes,irerê,White-faced Whistling-Duck,BR,False,False,False,False,,BR,White-faced Whistling-Duck,wfwduc1,True,binomial,False,White-faced Whistling Duck,True,binomial,True,mistralai/mistral-small-2603,Wattled Jacana,stop,False,"{""effort"": ""minimal""}",reasoning,1834,57,210,267,,wattled jacana,white faced whistling duck,False,False,,4,hallucinated,complete
CBRO#0077,Dendrocygna autumnalis,Dendrocygna,autumnalis,Anatidae,Anseriformes,marreca-cabocla,Black-bellied Whistling-Duck,BR,False,False,False,False,,BR,Black-bellied Whistling-Duck,bbwduc,True,binomial,False,Black-bellied Whistling Duck,True,binomial,True,mistralai/mistral-small-2603,Brazilian teal,stop,False,"{""effort"": ""minimal""}",reasoning,1187,62,124,186,,brazilian teal,black bellied whistling duck,False,False,,2,intra_family,complete
CBRO#0081,Cygnus melancoryphus,Cygnus,melancoryphus,Anatidae,Anseriformes,cisne-de-pescoço-preto,Black-necked Swan,BR,False,False,False,False,,BR,Black-necked Swan,blnswa2,True,binomial,False,Black-necked Swan,True,binomial,False,mistralai/mistral-small-2603,Black-necked Swan,stop,False,"{""effort"": ""minimal""}",reasoning,1033,64,97,161,,black necked swan,black necked swan,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0083,Coscoroba coscoroba,Coscoroba,coscoroba,Anatidae,Anseriformes,capororoca,Coscoroba Swan,BR,False,False,False,False,,BR,Coscoroba Swan,cosswa1,True,binomial,False,Coscoroba Swan,True,binomial,False,mistralai/mistral-small-2603,Rusty-margined Guan,stop,False,"{""effort"": ""minimal""}",reasoning,3203,59,381,440,,rusty margined guan,coscoroba swan,False,False,,4,hallucinated,complete
CBRO#0089,Neochen jubata,Neochen,jubata,Anatidae,Anseriformes,pato-corredor,Orinoco Goose,BR,False,False,False,False,,BR,Maned Duck,manduc1,True,epithet_family,True,Orinoco Goose,True,binomial,False,mistralai/mistral-small-2603,Brazilian teal,stop,False,"{""effort"": ""minimal""}",reasoning,5212,60,248,308,,brazilian teal,orinoco goose,False,False,,2,intra_family,complete
CBRO#0086,Chloephaga picta,Chloephaga,picta,Anatidae,Anseriformes,ganso-de-magalhães,Upland Goose,VA,False,False,False,False,S,VA (S),Upland Goose,uplgoo1,True,binomial,False,Upland Goose,True,binomial,False,mistralai/mistral-small-2603,Magellan Goose,stop,False,"{""effort"": ""minimal""}",reasoning,1577,63,187,250,,magellan goose,upland goose,False,False,,4,hallucinated,complete
CBRO#0091,Cairina moschata,Cairina,moschata,Anatidae,Anseriformes,pato-do-mato,Muscovy Duck,BR,False,False,False,False,,BR,Muscovy Duck,musduc,True,binomial,False,Muscovy Duck,True,binomial,False,mistralai/mistral-small-2603,Brazilian teal,stop,False,"{""effort"": ""minimal""}",reasoning,3974,60,178,238,,brazilian teal,muscovy duck,False,False,,2,intra_family,complete
CBRO#0093,Sarkidiornis sylvicola,Sarkidiornis,sylvicola,Anatidae,Anseriformes,pato-de-crista,Comb Duck,BR,False,False,False,False,,BR,Comb Duck,comduc3,True,binomial,False,Comb Duck,True,binomial,False,mistralai/mistral-small-2603,Brazilian teal,stop,False,"{""effort"": ""minimal""}",reasoning,2181,60,303,363,,brazilian teal,comb duck,False,False,,2,intra_family,complete
CBRO#0095,Callonetta leucophrys,Callonetta,leucophrys,Anatidae,Anseriformes,marreca-de-coleira,Ringed Teal,BR,False,False,False,False,,BR,Ringed Teal,rintea1,True,binomial,False,Ringed Teal,True,binomial,False,mistralai/mistral-small-2603,Ring-necked Duck,stop,False,"{""effort"": ""minimal""}",reasoning,1477,62,167,229,,ring necked duck,ringed teal,False,False,,4,hallucinated,complete
CBRO#0097,Amazonetta brasiliensis,Amazonetta,brasiliensis,Anatidae,Anseriformes,marreca-ananaí,Brazilian Teal,BR,False,False,False,False,,BR,Brazilian Teal,bratea1,True,binomial,False,Brazilian Teal,True,binomial,False,mistralai/mistral-small-2603,Brazilian teal,stop,False,"{""effort"": ""minimal""}",reasoning,5282,61,109,170,,brazilian teal,brazilian teal,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0110,Spatula versicolor,Spatula,versicolor,Anatidae,Anseriformes,marreca-cricri,Silver Teal,BR,False,False,False,False,W,"BR, VI (W)",Silver Teal,siltea1,True,binomial,False,Silver Teal,True,binomial,False,mistralai/mistral-small-2603,Crested Duck,stop,False,"{""effort"": ""minimal""}",reasoning,2739,61,291,352,,crested duck,silver teal,False,False,,4,hallucinated,complete
CBRO#0115,Spatula platalea,Spatula,platalea,Anatidae,Anseriformes,marreca-colhereira,Red Shoveler,BR,False,False,False,False,S,"VI (S), BR",Red Shoveler,redsho1,True,binomial,False,Red Shoveler,True,binomial,False,mistralai/mistral-small-2603,Northern Shoveler,stop,False,"{""effort"": ""minimal""}",reasoning,1579,61,185,246,,northern shoveler,red shoveler,False,False,,4,hallucinated,complete
CBRO#0112,Spatula discors,Spatula,discors,Anatidae,Anseriformes,marreca-de-asa-azul,Blue-winged Teal,VI,False,False,False,False,N,VI (N),Blue-winged Teal,buwtea,True,binomial,False,Blue-winged Teal,True,binomial,False,mistralai/mistral-small-2603,blue-winged teal,stop,False,"{""effort"": ""minimal""}",reasoning,1112,64,120,184,,blue winged teal,blue winged teal,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0113,Spatula cyanoptera,Spatula,cyanoptera,Anatidae,Anseriformes,marreca-colorada,Cinnamon Teal,VA,False,False,False,False,S,VA (S),Cinnamon Teal,cintea,True,binomial,False,Cinnamon Teal,True,binomial,False,mistralai/mistral-small-2603,Brazilian teal,stop,False,"{""effort"": ""minimal""}",reasoning,1227,60,134,194,,brazilian teal,cinnamon teal,False,False,,2,intra_family,complete
CBRO#0101,Mareca sibilatrix,Mareca,sibilatrix,Anatidae,Anseriformes,marreca-oveira,Chiloe Wigeon,VI,False,False,False,False,S,VI (S),Chiloe Wigeon,chiwig1,True,binomial,False,Chiloe Wigeon,True,binomial,False,mistralai/mistral-small-2603,Silver Teal,stop,False,"{""effort"": ""minimal""}",reasoning,1563,61,162,223,,silver teal,chiloe wigeon,False,False,,2,intra_family,complete
CBRO#0107,Anas bahamensis,Anas,bahamensis,Anatidae,Anseriformes,marreca-toicinho,White-cheeked Pintail,BR,False,False,False,False,,BR,White-cheeked Pintail,whcpin,True,binomial,False,White-cheeked Pintail,True,binomial,False,mistralai/mistral-small-2603,Brazilian teal,stop,False,"{""effort"": ""minimal""}",reasoning,1202,61,112,173,,brazilian teal,white cheeked pintail,False,False,,2,intra_family,complete
CBRO#0104,Anas acuta,Anas,acuta,Anatidae,Anseriformes,arrabio,Northern Pintail,VA,False,False,False,False,N;E,"VA (N?, E?)",Northern Pintail,norpin,True,binomial,False,Northern Pintail,True,binomial,False,mistralai/mistral-small-2603,Bay-winged Cowbird,stop,False,"{""effort"": ""minimal""}",reasoning,2332,58,278,336,,bay winged cowbird,northern pintail,False,False,,4,hallucinated,complete
CBRO#0105,Anas georgica,Anas,georgica,Anatidae,Anseriformes,marreca-parda,Yellow-billed Pintail,BR,False,False,False,False,W,"BR, VI (W)",Yellow-billed Pintail,yebpin1,True,binomial,False,Yellow-billed Pintail,True,binomial,False,mistralai/mistral-small-2603,Brazilian teal,stop,False,"{""effort"": ""minimal""}",reasoning,1338,60,139,199,,brazilian teal,yellow billed pintail,False,False,,2,intra_family,complete
CBRO#0102,Anas flavirostris,Anas,flavirostris,Anatidae,Anseriformes,marreca-pardinha,Yellow-billed Teal,BR,False,False,False,False,,BR,Yellow-billed Teal,yebtea1,True,binomial,False,Yellow-billed Teal,True,binomial,False,mistralai/mistral-small-2603,Silver Teal,stop,False,"{""effort"": ""minimal""}",reasoning,1391,61,162,223,,silver teal,yellow billed teal,False,False,,2,intra_family,complete
CBRO#0117,Netta erythrophthalma,Netta,erythrophthalma,Anatidae,Anseriformes,paturi-preta,Southern Pochard,BR,False,False,False,False,,BR,Southern Pochard,soupoc1,True,binomial,False,Southern Pochard,True,binomial,False,mistralai/mistral-small-2603,Black-legged Dacnis,stop,False,"{""effort"": ""minimal""}",reasoning,4448,59,336,395,,black legged dacnis,southern pochard,False,False,,4,hallucinated,complete
CBRO#0119,Netta peposaca,Netta,peposaca,Anatidae,Anseriformes,marrecão,Rosy-billed Pochard,BR,False,False,False,False,W,"VI (W), BR",Rosy-billed Pochard,robpoc1,True,binomial,False,Rosy-billed Pochard,True,binomial,False,mistralai/mistral-small-2603,Brazilian Teal,stop,False,"{""effort"": ""minimal""}",reasoning,4009,58,570,628,,brazilian teal,rosy billed pochard,False,False,,2,intra_family,complete
CBRO#0121,Mergus octosetaceus,Mergus,octosetaceus,Anatidae,Anseriformes,pato-mergulhão,Brazilian Merganser,BR,False,False,False,False,,BR,Brazilian Merganser,bramer1,True,binomial,False,Brazilian Merganser,True,binomial,False,mistralai/mistral-small-2603,Brazilian merganser,stop,False,"{""effort"": ""minimal""}",reasoning,1662,61,224,285,,brazilian merganser,brazilian merganser,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0123,Heteronetta atricapilla,Heteronetta,atricapilla,Anatidae,Anseriformes,marreca-de-cabeça-preta,Black-headed Duck,BR,False,False,False,True,W,"BR, VI# (W)",Black-headed Duck,blhduc1,True,binomial,False,Black-headed Duck,True,binomial,False,mistralai/mistral-small-2603,Black-headed duck,stop,False,"{""effort"": ""minimal""}",reasoning,1343,64,110,174,,black headed duck,black headed duck,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0125,Nomonyx dominicus,Nomonyx,dominicus,Anatidae,Anseriformes,marreca-caucau,Masked Duck,BR,False,False,False,False,,BR,Masked Duck,masduc,True,binomial,False,Masked Duck,True,binomial,False,mistralai/mistral-small-2603,Silver Teal,stop,False,"{""effort"": ""minimal""}",reasoning,1383,61,143,204,,silver teal,masked duck,False,False,,2,intra_family,complete
CBRO#0127,Oxyura vittata,Oxyura,vittata,Anatidae,Anseriformes,marreca-rabo-de-espinho,Lake Duck,VI,False,False,False,True,S,VI# (S),Lake Duck,lakduc1,True,binomial,False,Lake Duck,True,binomial,False,mistralai/mistral-small-2603,Spiny-tailed whistling duck,stop,False,"{""effort"": ""minimal""}",reasoning,3987,64,630,694,,spiny tailed whistling duck,lake duck,False,False,,4,hallucinated,complete
CBRO#0131,Penelope marail,Penelope,marail,Cracidae,Galliformes,jacumirim,Marail Guan,BR,False,False,False,False,,BR,Marail Guan,margua1,True,binomial,False,Marail Guan,True,binomial,False,mistralai/mistral-small-2603,Sulphur-bellied Tyrant-Manakin,stop,False,"{""effort"": ""minimal""}",reasoning,2171,58,287,345,,sulphur bellied tyrant manakin,marail guan,False,False,,4,hallucinated,complete
CBRO#0134,Penelope superciliaris,Penelope,superciliaris,Cracidae,Galliformes,jacupemba,Rusty-margined Guan,BR,False,False,False,False,,BR,Rusty-margined Guan,rumgua1,True,binomial,False,Rusty-margined Guan,True,binomial,False,mistralai/mistral-small-2603,Scaled Pigeon,stop,False,"{""effort"": ""minimal""}",reasoning,944,59,70,129,,scaled pigeon,rusty margined guan,False,False,,4,hallucinated,complete
CBRO#0141,Penelope jacquacu,Penelope,jacquacu,Cracidae,Galliformes,jacu-de-spix,Spix's Guan,BR,False,False,False,False,,BR,Spix's Guan,spigua1,True,binomial,False,Spix's Guan,True,binomial,False,mistralai/mistral-small-2603,Spix's guan,stop,False,"{""effort"": ""minimal""}",reasoning,1659,60,192,252,,spixs guan,spixs guan,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0145,Penelope obscura,Penelope,obscura,Cracidae,Galliformes,jacuguaçu,Dusky-legged Guan,BR,False,False,False,False,,BR,Dusky-legged Guan,dulgua1,True,binomial,False,Dusky-legged Guan,True,binomial,False,mistralai/mistral-small-2603,Scaled Pigeon,stop,False,"{""effort"": ""minimal""}",reasoning,1360,59,85,144,,scaled pigeon,dusky legged guan,False,False,,4,hallucinated,complete
CBRO#0148,Penelope pileata,Penelope,pileata,Cracidae,Galliformes,jacupiranga,White-crested Guan,BR,True,False,False,False,,"BR, En",White-crested Guan,whcgua1,True,binomial,False,White-crested Guan,True,binomial,False,mistralai/mistral-small-2603,Red-and-black Antshrike,stop,False,"{""effort"": ""minimal""}",reasoning,1513,59,166,225,,red and black antshrike,white crested guan,False,False,,4,hallucinated,complete
CBRO#0149,Penelope ochrogaster,Penelope,ochrogaster,Cracidae,Galliformes,jacu-de-barriga-castanha,Chestnut-bellied Guan,BR,True,False,False,False,,"BR, En",Chestnut-bellied Guan,chbgua1,True,binomial,False,Chestnut-bellied Guan,True,binomial,False,mistralai/mistral-small-2603,Chestnut-bellied Jacu,stop,False,"{""effort"": ""minimal""}",reasoning,1414,64,156,220,,chestnut bellied jacu,chestnut bellied guan,False,False,,4,hallucinated,complete
CBRO#0150,Penelope jacucaca,Penelope,jacucaca,Cracidae,Galliformes,jacucaca,White-browed Guan,BR,True,False,False,False,,"BR, En",White-browed Guan,whbgua1,True,binomial,False,White-browed Guan,True,binomial,False,mistralai/mistral-small-2603,Red-billed Curassow,stop,False,"{""effort"": ""minimal""}",reasoning,1227,58,83,141,,red billed curassow,white browed guan,False,False,,2,intra_family,complete
CBRO#0152,Aburria cumanensis,Aburria,cumanensis,Cracidae,Galliformes,jacutinga-de-garganta-azul,Blue-throated Piping-Guan,BR,False,False,False,False,,BR,Blue-throated Piping-Guan,butpig1,True,epithet_family,False,Blue-throated Piping Guan,True,epithet_family,True,mistralai/mistral-small-2603,Blue-throated Piping Guan,stop,False,"{""effort"": ""minimal""}",reasoning,2044,65,200,265,,blue throated piping guan,blue throated piping guan,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0155,Aburria cujubi,Aburria,cujubi,Cracidae,Galliformes,cujubi,Red-throated Piping-Guan,BR,False,False,False,False,,BR,Red-throated Piping-Guan,rtpgua1,True,epithet_family,False,Red-throated Piping Guan,True,epithet_family,True,mistralai/mistral-small-2603,Red-billed Pied Tanager,stop,False,"{""effort"": ""minimal""}",reasoning,4105,58,549,607,,red billed pied tanager,red throated piping guan,False,False,,4,hallucinated,complete
CBRO#0158,Aburria jacutinga,Aburria,jacutinga,Cracidae,Galliformes,jacutinga,Black-fronted Piping-Guan,BR,False,False,False,False,,BR,Black-fronted Piping-Guan,bfpgua1,True,epithet_family,False,Black-fronted Piping Guan,True,epithet_family,True,mistralai/mistral-small-2603,Spix's guan,stop,False,"{""effort"": ""minimal""}",reasoning,3716,58,121,179,,spixs guan,black fronted piping guan,False,False,,2,intra_family,complete
CBRO#0160,Ortalis canicollis,Ortalis,canicollis,Cracidae,Galliformes,aracuã-do-pantanal,Chaco Chachalaca,BR,False,False,False,False,,BR,Chaco Chachalaca,chacha1,True,binomial,False,Chaco Chachalaca,True,binomial,False,mistralai/mistral-small-2603,Pantanal Jacamar,stop,False,"{""effort"": ""minimal""}",reasoning,1391,62,135,197,,pantanal jacamar,chaco chachalaca,False,False,,4,hallucinated,complete
CBRO#0162,Ortalis guttata,Ortalis,guttata,Cracidae,Galliformes,aracuã-pintado,Speckled Chachalaca,BR,False,False,False,False,,BR,Speckled Chachalaca,specha3,True,binomial,False,Speckled Chachalaca,True,binomial,False,mistralai/mistral-small-2603,Spix's Guan,stop,False,"{""effort"": ""minimal""}",reasoning,1538,61,171,232,,spixs guan,speckled chachalaca,False,False,,2,intra_family,complete
