cbro_id,scientific_name,genus,species_epithet,family,order,portuguese_name,english_name_cbro,occurrence,endemic_brazil,extinct,introduced,status_uncertain,origin_directions,status_raw,english_name_ebird,ebird_species_code,ebird_matched,ebird_match_method,name_disputed,english_name_avilist,avilist_matched,avilist_match_method,name_disputed_avilist,model,model_response,finish_reason,truncated,reasoning_config,benchmark_mode,latency_ms,prompt_tokens,completion_tokens,total_tokens,error,normalized_response,normalized_target,exact_match,acceptable_match,match_source,taxonomic_distance,error_type,generation_status
CBRO#0038,Crypturellus duidae,Crypturellus,duidae,Tinamidae,Tinamiformes,inhambu-de-pé-cinza,Gray-legged Tinamou,BR,False,False,False,True,,BR#,Gray-legged Tinamou,gyltin1,True,binomial,False,Grey-legged Tinamou,True,binomial,True,openai/gpt-5.5,Grey-legged Tinamou,stop,False,"{""effort"": ""minimal""}",reasoning,6158,54,259,313,,grey legged tinamou,gray legged tinamou,False,True,avilist,0,correct,complete
CBRO#0039,Crypturellus erythropus,Crypturellus,erythropus,Tinamidae,Tinamiformes,inhambu-de-perna-vermelha,Red-legged Tinamou,BR,False,False,False,False,,BR,Red-legged Tinamou,reltin1,True,binomial,False,Red-legged Tinamou,True,binomial,False,openai/gpt-5.5,Red-legged Tinamou,stop,False,"{""effort"": ""minimal""}",reasoning,4594,55,95,150,,red legged tinamou,red legged tinamou,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0042,Crypturellus noctivagus,Crypturellus,noctivagus,Tinamidae,Tinamiformes,jaó-do-sul,Yellow-legged Tinamou,BR,True,False,False,False,,"BR, En",Yellow-legged Tinamou,yeltin1,True,binomial,False,Yellow-legged Tinamou,True,binomial,False,openai/gpt-5.5,Yellow-legged Tinamou,stop,False,"{""effort"": ""minimal""}",reasoning,5455,52,211,263,,yellow legged tinamou,yellow legged tinamou,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0044,Crypturellus atrocapillus,Crypturellus,atrocapillus,Tinamidae,Tinamiformes,inhambu-de-coroa-preta,Black-capped Tinamou,BR,False,False,False,False,,BR,Black-capped Tinamou,blctin1,True,binomial,False,Black-capped Tinamou,True,binomial,False,openai/gpt-5.5,Black-capped Tinamou,stop,False,"{""effort"": ""minimal""}",reasoning,5028,55,90,145,,black capped tinamou,black capped tinamou,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0046,Crypturellus variegatus,Crypturellus,variegatus,Tinamidae,Tinamiformes,inhambu-anhangá,Variegated Tinamou,BR,False,False,False,False,,BR,Variegated Tinamou,vartin1,True,binomial,False,Variegated Tinamou,True,binomial,False,openai/gpt-5.5,Variegated Tinamou,stop,False,"{""effort"": ""minimal""}",reasoning,5947,53,151,204,,variegated tinamou,variegated tinamou,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0047,Crypturellus brevirostris,Crypturellus,brevirostris,Tinamidae,Tinamiformes,inhambu-carijó,Rusty Tinamou,BR,False,False,False,False,,BR,Rusty Tinamou,rustin1,True,binomial,False,Rusty Tinamou,True,binomial,False,openai/gpt-5.5,Undulated Tinamou,stop,False,"{""effort"": ""minimal""}",reasoning,27094,52,527,579,,undulated tinamou,rusty tinamou,False,False,,1,intra_genus,complete
CBRO#0048,Crypturellus bartletti,Crypturellus,bartletti,Tinamidae,Tinamiformes,inhambu-anhangaí,Bartlett's Tinamou,BR,False,False,False,False,,BR,Bartlett's Tinamou,bartin2,True,binomial,False,Bartlett's Tinamou,True,binomial,False,openai/gpt-5.5,Variegated Tinamou,stop,False,"{""effort"": ""minimal""}",reasoning,14904,53,528,581,,variegated tinamou,bartletts tinamou,False,False,,1,intra_genus,complete
CBRO#0049,Crypturellus parvirostris,Crypturellus,parvirostris,Tinamidae,Tinamiformes,inhambu-chororó,Small-billed Tinamou,BR,False,False,False,False,,BR,Small-billed Tinamou,smbtin1,True,binomial,False,Small-billed Tinamou,True,binomial,False,openai/gpt-5.5,Small-billed Tinamou,stop,False,"{""effort"": ""minimal""}",reasoning,7413,53,161,214,,small billed tinamou,small billed tinamou,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0050,Crypturellus tataupa,Crypturellus,tataupa,Tinamidae,Tinamiformes,inhambu-chintã,Tataupa Tinamou,BR,False,False,False,False,,BR,Tataupa Tinamou,tattin1,True,binomial,False,Tataupa Tinamou,True,binomial,False,openai/gpt-5.5,Tataupa Tinamou,stop,False,"{""effort"": ""minimal""}",reasoning,4810,52,116,168,,tataupa tinamou,tataupa tinamou,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0054,Rhynchotus rufescens,Rhynchotus,rufescens,Tinamidae,Tinamiformes,perdiz,Red-winged Tinamou,BR,False,False,False,False,,BR,Red-winged Tinamou,rewtin1,True,binomial,False,Red-winged Tinamou,True,binomial,False,openai/gpt-5.5,Red-winged Tinamou,stop,False,"{""effort"": ""minimal""}",reasoning,4216,50,60,110,,red winged tinamou,red winged tinamou,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0058,Nothura boraquira,Nothura,boraquira,Tinamidae,Tinamiformes,codorna-do-nordeste,White-bellied Nothura,BR,False,False,False,False,,BR,White-bellied Nothura,whbnot1,True,binomial,False,White-bellied Nothura,True,binomial,False,openai/gpt-5.5,White-bellied Nothura,stop,False,"{""effort"": ""minimal""}",reasoning,10326,53,257,310,,white bellied nothura,white bellied nothura,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0059,Nothura minor,Nothura,minor,Tinamidae,Tinamiformes,codorna-mineira,Lesser Nothura,BR,False,False,False,False,,BR,Lesser Nothura,lesnot1,True,binomial,False,Lesser Nothura,True,binomial,False,openai/gpt-5.5,Lesser Nothura,stop,False,"{""effort"": ""minimal""}",reasoning,5909,52,228,280,,lesser nothura,lesser nothura,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0060,Nothura maculosa,Nothura,maculosa,Tinamidae,Tinamiformes,codorna-amarela,Spotted Nothura,BR,False,False,False,False,,BR,Spotted Nothura,sponot1,True,binomial,False,Spotted Nothura,True,binomial,False,openai/gpt-5.5,Spotted Nothura,stop,False,"{""effort"": ""minimal""}",reasoning,6748,51,229,280,,spotted nothura,spotted nothura,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0065,Taoniscus nanus,Taoniscus,nanus,Tinamidae,Tinamiformes,codorna-carapé,Dwarf Tinamou,BR,False,False,False,False,,BR,Dwarf Tinamou,dwatin1,True,binomial,False,Dwarf Tinamou,True,binomial,False,openai/gpt-5.5,Dwarf Tinamou,stop,False,"{""effort"": ""minimal""}",reasoning,8802,51,264,315,,dwarf tinamou,dwarf tinamou,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0069,Anhima cornuta,Anhima,cornuta,Anhimidae,Anseriformes,anhuma,Horned Screamer,BR,False,False,False,False,,BR,Horned Screamer,horscr1,True,binomial,False,Horned Screamer,True,binomial,False,openai/gpt-5.5,Horned Screamer,stop,False,"{""effort"": ""minimal""}",reasoning,3092,49,43,92,,horned screamer,horned screamer,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0071,Chauna torquata,Chauna,torquata,Anhimidae,Anseriformes,tachã,Southern Screamer,BR,False,False,False,False,,BR,Southern Screamer,souscr1,True,binomial,False,Southern Screamer,True,binomial,False,openai/gpt-5.5,Southern Screamer,stop,False,"{""effort"": ""minimal""}",reasoning,4695,49,81,130,,southern screamer,southern screamer,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0075,Dendrocygna bicolor,Dendrocygna,bicolor,Anatidae,Anseriformes,marreca-caneleira,Fulvous Whistling-Duck,BR,False,False,False,False,W,"BR, VI (W)",Fulvous Whistling-Duck,fuwduc,True,binomial,False,Fulvous Whistling Duck,True,binomial,True,openai/gpt-5.5,Fulvous Whistling Duck,stop,False,"{""effort"": ""minimal""}",reasoning,6307,53,163,216,,fulvous whistling duck,fulvous whistling duck,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0076,Dendrocygna viduata,Dendrocygna,viduata,Anatidae,Anseriformes,irerê,White-faced Whistling-Duck,BR,False,False,False,False,,BR,White-faced Whistling-Duck,wfwduc1,True,binomial,False,White-faced Whistling Duck,True,binomial,True,openai/gpt-5.5,White-faced Whistling Duck,stop,False,"{""effort"": ""minimal""}",reasoning,3704,49,56,105,,white faced whistling duck,white faced whistling duck,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0077,Dendrocygna autumnalis,Dendrocygna,autumnalis,Anatidae,Anseriformes,marreca-cabocla,Black-bellied Whistling-Duck,BR,False,False,False,False,,BR,Black-bellied Whistling-Duck,bbwduc,True,binomial,False,Black-bellied Whistling Duck,True,binomial,True,openai/gpt-5.5,Black bellied Whistling Duck,stop,False,"{""effort"": ""minimal""}",reasoning,6792,54,187,241,,black bellied whistling duck,black bellied whistling duck,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0081,Cygnus melancoryphus,Cygnus,melancoryphus,Anatidae,Anseriformes,cisne-de-pescoço-preto,Black-necked Swan,BR,False,False,False,False,,BR,Black-necked Swan,blnswa2,True,binomial,False,Black-necked Swan,True,binomial,False,openai/gpt-5.5,Black-necked Swan,stop,False,"{""effort"": ""minimal""}",reasoning,3481,55,40,95,,black necked swan,black necked swan,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0083,Coscoroba coscoroba,Coscoroba,coscoroba,Anatidae,Anseriformes,capororoca,Coscoroba Swan,BR,False,False,False,False,,BR,Coscoroba Swan,cosswa1,True,binomial,False,Coscoroba Swan,True,binomial,False,openai/gpt-5.5,Coscoroba Swan,stop,False,"{""effort"": ""minimal""}",reasoning,5319,51,138,189,,coscoroba swan,coscoroba swan,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0089,Neochen jubata,Neochen,jubata,Anatidae,Anseriformes,pato-corredor,Orinoco Goose,BR,False,False,False,False,,BR,Maned Duck,manduc1,True,epithet_family,True,Orinoco Goose,True,binomial,False,openai/gpt-5.5,Orinoco Goose,stop,False,"{""effort"": ""minimal""}",reasoning,21348,52,281,333,,orinoco goose,orinoco goose,True,True,cbro;avilist,0,correct,complete
CBRO#0086,Chloephaga picta,Chloephaga,picta,Anatidae,Anseriformes,ganso-de-magalhães,Upland Goose,VA,False,False,False,False,S,VA (S),Upland Goose,uplgoo1,True,binomial,False,Upland Goose,True,binomial,False,openai/gpt-5.5,Upland Goose,stop,False,"{""effort"": ""minimal""}",reasoning,6702,54,160,214,,upland goose,upland goose,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0091,Cairina moschata,Cairina,moschata,Anatidae,Anseriformes,pato-do-mato,Muscovy Duck,BR,False,False,False,False,,BR,Muscovy Duck,musduc,True,binomial,False,Muscovy Duck,True,binomial,False,openai/gpt-5.5,Muscovy Duck,stop,False,"{""effort"": ""minimal""}",reasoning,4226,52,74,126,,muscovy duck,muscovy duck,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0093,Sarkidiornis sylvicola,Sarkidiornis,sylvicola,Anatidae,Anseriformes,pato-de-crista,Comb Duck,BR,False,False,False,False,,BR,Comb Duck,comduc3,True,binomial,False,Comb Duck,True,binomial,False,openai/gpt-5.5,Comb Duck,stop,False,"{""effort"": ""minimal""}",reasoning,7385,52,218,270,,comb duck,comb duck,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0095,Callonetta leucophrys,Callonetta,leucophrys,Anatidae,Anseriformes,marreca-de-coleira,Ringed Teal,BR,False,False,False,False,,BR,Ringed Teal,rintea1,True,binomial,False,Ringed Teal,True,binomial,False,openai/gpt-5.5,Ringed Teal,stop,False,"{""effort"": ""minimal""}",reasoning,4470,54,101,155,,ringed teal,ringed teal,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0097,Amazonetta brasiliensis,Amazonetta,brasiliensis,Anatidae,Anseriformes,marreca-ananaí,Brazilian Teal,BR,False,False,False,False,,BR,Brazilian Teal,bratea1,True,binomial,False,Brazilian Teal,True,binomial,False,openai/gpt-5.5,Brazilian Teal,stop,False,"{""effort"": ""minimal""}",reasoning,4519,52,82,134,,brazilian teal,brazilian teal,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0110,Spatula versicolor,Spatula,versicolor,Anatidae,Anseriformes,marreca-cricri,Silver Teal,BR,False,False,False,False,W,"BR, VI (W)",Silver Teal,siltea1,True,binomial,False,Silver Teal,True,binomial,False,openai/gpt-5.5,Silver Teal,stop,False,"{""effort"": ""minimal""}",reasoning,9095,53,254,307,,silver teal,silver teal,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0115,Spatula platalea,Spatula,platalea,Anatidae,Anseriformes,marreca-colhereira,Red Shoveler,BR,False,False,False,False,S,"VI (S), BR",Red Shoveler,redsho1,True,binomial,False,Red Shoveler,True,binomial,False,openai/gpt-5.5,Red Shoveler,stop,False,"{""effort"": ""minimal""}",reasoning,5739,53,149,202,,red shoveler,red shoveler,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0112,Spatula discors,Spatula,discors,Anatidae,Anseriformes,marreca-de-asa-azul,Blue-winged Teal,VI,False,False,False,False,N,VI (N),Blue-winged Teal,buwtea,True,binomial,False,Blue-winged Teal,True,binomial,False,openai/gpt-5.5,Blue-winged Teal,stop,False,"{""effort"": ""minimal""}",reasoning,5677,56,72,128,,blue winged teal,blue winged teal,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0113,Spatula cyanoptera,Spatula,cyanoptera,Anatidae,Anseriformes,marreca-colorada,Cinnamon Teal,VA,False,False,False,False,S,VA (S),Cinnamon Teal,cintea,True,binomial,False,Cinnamon Teal,True,binomial,False,openai/gpt-5.5,Rosy-billed Pochard,stop,False,"{""effort"": ""minimal""}",reasoning,10776,52,218,270,,rosy billed pochard,cinnamon teal,False,False,,2,intra_family,complete
CBRO#0101,Mareca sibilatrix,Mareca,sibilatrix,Anatidae,Anseriformes,marreca-oveira,Chiloe Wigeon,VI,False,False,False,False,S,VI (S),Chiloe Wigeon,chiwig1,True,binomial,False,Chiloe Wigeon,True,binomial,False,openai/gpt-5.5,Chiloe Wigeon,stop,False,"{""effort"": ""minimal""}",reasoning,6137,53,135,188,,chiloe wigeon,chiloe wigeon,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0107,Anas bahamensis,Anas,bahamensis,Anatidae,Anseriformes,marreca-toicinho,White-cheeked Pintail,BR,False,False,False,False,,BR,White-cheeked Pintail,whcpin,True,binomial,False,White-cheeked Pintail,True,binomial,False,openai/gpt-5.5,White-cheeked Pintail,stop,False,"{""effort"": ""minimal""}",reasoning,31198,53,528,581,,white cheeked pintail,white cheeked pintail,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0104,Anas acuta,Anas,acuta,Anatidae,Anseriformes,arrabio,Northern Pintail,VA,False,False,False,False,N;E,"VA (N?, E?)",Northern Pintail,norpin,True,binomial,False,Northern Pintail,True,binomial,False,openai/gpt-5.5,Northern Pintail,stop,False,"{""effort"": ""minimal""}",reasoning,3214,50,79,129,,northern pintail,northern pintail,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0105,Anas georgica,Anas,georgica,Anatidae,Anseriformes,marreca-parda,Yellow-billed Pintail,BR,False,False,False,False,W,"BR, VI (W)",Yellow-billed Pintail,yebpin1,True,binomial,False,Yellow-billed Pintail,True,binomial,False,openai/gpt-5.5,Yellow-billed Pintail,stop,False,"{""effort"": ""minimal""}",reasoning,6324,52,244,296,,yellow billed pintail,yellow billed pintail,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0102,Anas flavirostris,Anas,flavirostris,Anatidae,Anseriformes,marreca-pardinha,Yellow-billed Teal,BR,False,False,False,False,,BR,Yellow-billed Teal,yebtea1,True,binomial,False,Yellow-billed Teal,True,binomial,False,openai/gpt-5.5,Yellow-billed Teal,stop,False,"{""effort"": ""minimal""}",reasoning,3673,53,144,197,,yellow billed teal,yellow billed teal,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0117,Netta erythrophthalma,Netta,erythrophthalma,Anatidae,Anseriformes,paturi-preta,Southern Pochard,BR,False,False,False,False,,BR,Southern Pochard,soupoc1,True,binomial,False,Southern Pochard,True,binomial,False,openai/gpt-5.5,Southern Pochard,stop,False,"{""effort"": ""minimal""}",reasoning,8388,51,228,279,,southern pochard,southern pochard,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0119,Netta peposaca,Netta,peposaca,Anatidae,Anseriformes,marrecão,Rosy-billed Pochard,BR,False,False,False,False,W,"VI (W), BR",Rosy-billed Pochard,robpoc1,True,binomial,False,Rosy-billed Pochard,True,binomial,False,openai/gpt-5.5,Rosy-billed Pochard,stop,False,"{""effort"": ""minimal""}",reasoning,4773,50,197,247,,rosy billed pochard,rosy billed pochard,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0121,Mergus octosetaceus,Mergus,octosetaceus,Anatidae,Anseriformes,pato-mergulhão,Brazilian Merganser,BR,False,False,False,False,,BR,Brazilian Merganser,bramer1,True,binomial,False,Brazilian Merganser,True,binomial,False,openai/gpt-5.5,Brazilian Merganser,stop,False,"{""effort"": ""minimal""}",reasoning,3673,52,60,112,,brazilian merganser,brazilian merganser,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0123,Heteronetta atricapilla,Heteronetta,atricapilla,Anatidae,Anseriformes,marreca-de-cabeça-preta,Black-headed Duck,BR,False,False,False,True,W,"BR, VI# (W)",Black-headed Duck,blhduc1,True,binomial,False,Black-headed Duck,True,binomial,False,openai/gpt-5.5,Black-headed Duck,stop,False,"{""effort"": ""minimal""}",reasoning,4227,56,88,144,,black headed duck,black headed duck,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0125,Nomonyx dominicus,Nomonyx,dominicus,Anatidae,Anseriformes,marreca-caucau,Masked Duck,BR,False,False,False,False,,BR,Masked Duck,masduc,True,binomial,False,Masked Duck,True,binomial,False,openai/gpt-5.5,Muscovy Duck,stop,False,"{""effort"": ""minimal""}",reasoning,28602,53,526,579,,muscovy duck,masked duck,False,False,,2,intra_family,complete
CBRO#0127,Oxyura vittata,Oxyura,vittata,Anatidae,Anseriformes,marreca-rabo-de-espinho,Lake Duck,VI,False,False,False,True,S,VI# (S),Lake Duck,lakduc1,True,binomial,False,Lake Duck,True,binomial,False,openai/gpt-5.5,Yellow-billed Pintail,stop,False,"{""effort"": ""minimal""}",reasoning,15517,56,527,583,,yellow billed pintail,lake duck,False,False,,2,intra_family,complete
CBRO#0131,Penelope marail,Penelope,marail,Cracidae,Galliformes,jacumirim,Marail Guan,BR,False,False,False,False,,BR,Marail Guan,margua1,True,binomial,False,Marail Guan,True,binomial,False,openai/gpt-5.5,Marail Guan,stop,False,"{""effort"": ""minimal""}",reasoning,8065,50,326,376,,marail guan,marail guan,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0134,Penelope superciliaris,Penelope,superciliaris,Cracidae,Galliformes,jacupemba,Rusty-margined Guan,BR,False,False,False,False,,BR,Rusty-margined Guan,rumgua1,True,binomial,False,Rusty-margined Guan,True,binomial,False,openai/gpt-5.5,Rusty-margined Guan,stop,False,"{""effort"": ""minimal""}",reasoning,5540,50,111,161,,rusty margined guan,rusty margined guan,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0141,Penelope jacquacu,Penelope,jacquacu,Cracidae,Galliformes,jacu-de-spix,Spix's Guan,BR,False,False,False,False,,BR,Spix's Guan,spigua1,True,binomial,False,Spix's Guan,True,binomial,False,openai/gpt-5.5,Spix's Guan,stop,False,"{""effort"": ""minimal""}",reasoning,3819,52,68,120,,spixs guan,spixs guan,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0145,Penelope obscura,Penelope,obscura,Cracidae,Galliformes,jacuguaçu,Dusky-legged Guan,BR,False,False,False,False,,BR,Dusky-legged Guan,dulgua1,True,binomial,False,Dusky-legged Guan,True,binomial,False,openai/gpt-5.5,Dusky-legged Guan,stop,False,"{""effort"": ""minimal""}",reasoning,4852,51,80,131,,dusky legged guan,dusky legged guan,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0148,Penelope pileata,Penelope,pileata,Cracidae,Galliformes,jacupiranga,White-crested Guan,BR,True,False,False,False,,"BR, En",White-crested Guan,whcgua1,True,binomial,False,White-crested Guan,True,binomial,False,openai/gpt-5.5,White-crested Guan,stop,False,"{""effort"": ""minimal""}",reasoning,23861,51,318,369,,white crested guan,white crested guan,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0149,Penelope ochrogaster,Penelope,ochrogaster,Cracidae,Galliformes,jacu-de-barriga-castanha,Chestnut-bellied Guan,BR,True,False,False,False,,"BR, En",Chestnut-bellied Guan,chbgua1,True,binomial,False,Chestnut-bellied Guan,True,binomial,False,openai/gpt-5.5,Chestnut-bellied Guan,stop,False,"{""effort"": ""minimal""}",reasoning,3927,56,94,150,,chestnut bellied guan,chestnut bellied guan,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0150,Penelope jacucaca,Penelope,jacucaca,Cracidae,Galliformes,jacucaca,White-browed Guan,BR,True,False,False,False,,"BR, En",White-browed Guan,whbgua1,True,binomial,False,White-browed Guan,True,binomial,False,openai/gpt-5.5,White-browed Guan,stop,False,"{""effort"": ""minimal""}",reasoning,3693,50,78,128,,white browed guan,white browed guan,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0152,Aburria cumanensis,Aburria,cumanensis,Cracidae,Galliformes,jacutinga-de-garganta-azul,Blue-throated Piping-Guan,BR,False,False,False,False,,BR,Blue-throated Piping-Guan,butpig1,True,epithet_family,False,Blue-throated Piping Guan,True,epithet_family,True,openai/gpt-5.5,Blue throated Piping Guan,stop,False,"{""effort"": ""minimal""}",reasoning,7976,57,216,273,,blue throated piping guan,blue throated piping guan,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0155,Aburria cujubi,Aburria,cujubi,Cracidae,Galliformes,cujubi,Red-throated Piping-Guan,BR,False,False,False,False,,BR,Red-throated Piping-Guan,rtpgua1,True,epithet_family,False,Red-throated Piping Guan,True,epithet_family,True,openai/gpt-5.5,Red-throated Piping Guan,stop,False,"{""effort"": ""minimal""}",reasoning,4933,50,124,174,,red throated piping guan,red throated piping guan,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0158,Aburria jacutinga,Aburria,jacutinga,Cracidae,Galliformes,jacutinga,Black-fronted Piping-Guan,BR,False,False,False,False,,BR,Black-fronted Piping-Guan,bfpgua1,True,epithet_family,False,Black-fronted Piping Guan,True,epithet_family,True,openai/gpt-5.5,Black-fronted Piping Guan,stop,False,"{""effort"": ""minimal""}",reasoning,5236,50,52,102,,black fronted piping guan,black fronted piping guan,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#0160,Ortalis canicollis,Ortalis,canicollis,Cracidae,Galliformes,aracuã-do-pantanal,Chaco Chachalaca,BR,False,False,False,False,,BR,Chaco Chachalaca,chacha1,True,binomial,False,Chaco Chachalaca,True,binomial,False,openai/gpt-5.5,Chaco Chachalaca,stop,False,"{""effort"": ""minimal""}",reasoning,6156,54,135,189,,chaco chachalaca,chaco chachalaca,True,True,cbro;ebird;avilist,0,correct,complete
